164,186,102
176,241,0
181,171,112
240,218,0
171,253,137
95,101,94
73,87,27
190,162,53
199,241,147
140,184,49
82,190,63
8,195,102
215,255,0
117,109,67
193,227,188
144,126,67
190,227,153
43,153,85
174,168,152
120,118,117
0,120,58
112,186,115
87,182,85
83,89,77
255,229,142
128,152,110
255,255,160
207,179,7
255,251,70
139,184,146
191,226,120
12,233,50
214,255,106
120,126,93
125,204,100
77,84,59
234,230,137
75,123,86
124,255,137
33,85,22
145,136,95
62,115,60
213,219,207
88,205,0
192,189,146
98,124,40
54,93,24
168,193,162
117,153,74
165,225,153
127,117,36
166,216,64
248,255,224
120,178,64
43,105,4
81,72,0
89,240,115
157,151,136
210,236,0
136,146,21
73,114,17
0,128,0
82,255,0
184,201,131
71,103,77
162,157,126
157,165,50
63,219,100
225,225,68
70,88,0
68,76,0
197,205,194
127,190,99
136,240,18
0,146,55
104,96,30
0,204,31
156,133,55
95,178,10
79,104,30
200,194,123
146,167,147
206,179,90
93,143,87
92,113,66
115,165,46
64,128,0
177,170,74
169,203,103
161,200,38
255,255,132
245,249,235
138,220,0
107,164,80
207,222,156
216,241,164
0,159,38
107,126,3
116,146,45
140,137,135
81,131,63
202,206,164
132,120,0
86,97,0
79,161,46
234,234,209
247,238,0
140,147,124
109,115,88
168,159,86
131,202,124
218,226,113
144,144,90
239,247,184
133,222,136
219,254,155
103,154,103
120,110,0
0,221,66
162,251,182
79,203,121
138,138,43
138,162,109
60,103,59
78,78,25
5,201,84
115,111,100
189,181,42
144,185,108
96,76,0
153,174,87
136,223,70
5,192,46
175,221,0
100,152,18
158,171,140
101,106,88
192,211,177
229,223,212
117,142,110
232,204,108
255,242,199
227,247,213
142,155,141
50,165,91
118,118,59
180,227,94
255,245,99
179,194,0
159,146,102
228,192,0
145,139,124
98,90,0
226,255,71
126,176,114
60,87,53
113,145,96
175,163,43
69,156,73
201,213,131
84,91,44
103,112,31
189,192,185
138,197,49
169,220,114
0,94,23
170,179,38
120,215,145
193,242,194
109,207,78
126,130,23
77,109,55
150,240,153
161,209,128
188,255,0
206,254,194
237,211,56
148,156,74
95,111,96
119,187,134
72,130,38
215,205,98
224,225,186
169,203,158
93,133,95
101,108,72
240,236,234
100,136,20
239,243,159
181,204,61
217,210,195
209,194,143
176,183,162
157,238,121
210,174,49
181,183,86
199,203,0
135,172,140
180,150,46
141,240,78
82,81,74
73,148,94
125,158,57
48,139,80
140,119,46
135,205,150
211,187,76
214,237,194
90,90,67
99,197,47
254,228,105
175,240,72
88,224,81
99,123,86
57,133,57
103,165,117
35,88,51
0,114,15
80,120,60
190,255,104
220,216,148
193,212,160
150,205,96
102,145,64
132,154,89
195,194,172
157,160,154
43,115,46
58,139,0
224,255,131
180,246,152
226,242,107
185,228,172
158,188,124
83,104,72
117,127,116
119,136,83
151,134,36
63,150,17
190,203,85
18,246,93
142,157,45
206,255,212
201,201,112
152,176,53
0,237,119
235,222,111
168,191,85
197,241,123
132,161,135
140,176,130
78,206,96
190,178,141
32,98,55
59,115,74
105,135,109
40,79,0
123,115,83
191,170,39
111,185,46
181,181,130
81,115,87
108,123,100
105,127,76
157,237,174
61,241,0
126,165,118
92,145,41
130,231,105
198,220,95
157,149,83
99,131,61
93,106,48
73,171,23
126,141,126
104,104,56
187,207,187
50,106,48
87,93,59
190,196,140
66,89,42
99,97,95
223,200,58
77,171,105
195,174,103
161,178,123
169,197,118
90,218,0
132,165,24
139,194,85
152,167,104
210,231,69
0,102,9
176,219,179
243,236,222
255,255,181
223,242,222
60,181,52
143,136,72
168,156,0
195,218,0
142,188,1
217,254,180
218,208,178
0,105,47
167,143,0
126,118,70
255,216,27
221,244,185
105,89,33
159,128,0
76,101,58
100,180,121
113,94,0
65,93,70
50,125,30
109,187,81
197,190,93
106,102,92
171,172,145
40,100,25
221,255,223
82,119,39
103,116,58
163,147,52
129,140,112
122,168,71
45,125,59
71,217,125
143,221,160
113,235,144
97,94,47
196,199,54
122,126,46
125,168,96
161,211,16
240,255,210
200,243,96
184,192,161
162,165,8
238,219,132
150,247,140
117,105,48
143,157,130
73,140,54
103,116,0
193,240,165
84,78,37
250,229,163
210,191,37
56,177,76
215,231,175
179,255,176
230,223,166
102,173,75
242,224,73
71,95,25
118,203,31
211,236,128
123,133,66
167,255,114
102,241,56
118,108,29
107,228,119
170,194,143
51,87,0
226,194,85
1,138,3
69,132,75
229,244,1
91,192,121
203,231,204
157,157,108
168,186,168
156,206,151
178,159,69
190,231,0
142,143,109
179,178,166
78,94,79
138,127,32
209,187,113
138,175,94
151,227,123
0,146,73
66,192,89
232,228,24
240,236,179
158,246,53
54,95,47
82,133,17
190,215,146
184,191,114
108,132,37
121,126,106
92,163,93
218,222,197
160,214,91
172,221,136
39,146,36
239,255,154
114,146,13
110,150,87
197,170,74
93,104,23
86,79,50
132,131,90
131,123,61
0,168,28
185,216,68
39,168,75
114,117,43
131,109,32
120,120,110
192,188,71
98,198,82
0,88,0
82,99,45
100,135,83
133,148,96
193,187,175
96,82,35
178,174,54
121,144,68
99,179,100
146,164,68
161,236,92
206,203,201
159,186,52
193,202,174
179,234,119
179,205,148
241,229,196
112,101,66
240,214,88
46,113,26
124,103,0
104,109,102
72,213,48
212,204,128
152,173,130
241,238,80
91,227,54
133,137,122
130,231,49
73,123,73
152,194,142
86,119,78
154,162,127
0,225,117
162,168,73
199,226,170
159,155,40
255,242,153
176,178,112
140,247,168
214,205,150
158,178,107
88,160,68
153,190,157
84,108,87
103,92,55
92,139,70
135,194,144
75,241,137
84,148,65
169,163,119
95,123,63
177,244,185
219,213,60
208,209,82
114,244,105
82,93,70
182,183,0
242,232,154
167,165,105
180,171,93
110,174,39
159,172,153
53,148,67
232,208,130
55,159,56
127,140,36
235,244,220
134,136,0
198,187,155
81,91,14
244,244,209
146,200,134
72,114,46
197,244,6
206,221,191
211,215,162
115,149,120
145,213,50
164,206,70
210,246,199
229,225,224
140,218,100
242,245,118
148,145,138
185,208,108
165,214,147
9,133,45
221,225,145
224,237,147
92,97,82
173,173,131
179,189,143
137,155,12
110,245,135
0,212,88
133,137,83
45,185,92
91,88,79
65,95,56
204,184,54
77,154,87
127,183,107
92,101,72
154,220,136
174,200,81
166,159,139
41,118,67
63,107,0
239,196,42
216,229,214
68,86,60
138,118,22
77,169,64
73,141,32
109,224,141
143,255,93
90,248,84
141,178,6
63,107,72
238,236,125
121,212,0
180,162,98
193,157,20
65,182,15
64,198,52
135,126,98
187,217,187
144,148,80
109,201,120
99,165,58
156,136,4
189,218,173
215,222,89
168,177,88
120,134,100
180,201,171
0,84,26
154,165,87
190,185,121
134,149,117
215,246,81
172,227,70
